id,name,parent_id,description,is_job_category,price_optional,sequence
46,"Kućna kina i sound sistemi",6,,0,1,7
63,"TV box i streaming uređaji",6,,0,1,8
59,"Hoverboard i električni skuteri",6,,0,1,9
47,"Smart sistemi i IoT uređaji",6,,0,1,10
60,"Elektronske cigarete i grijači duhana",6,,0,1,11
58,"Baterije i punjači",6,,0,1,12
48,"Virtuelna realnost (VR uređaji)",6,,0,1,13
44,"Video, iPod i MP3 playeri",6,,0,1,14
57,"Telekomunikacije i oprema",6,,0,1,15
54,"Solarna oprema i instalacije",6,,0,1,16
53,"Elektromaterijal i komponente",6,,0,1,17
61,"Medicinska i laboratorijska oprema",6,,0,1,18
52,"Mjerni i regulacioni instrumenti",6,,0,1,19
62,"Termometri i mjerni uređaji",6,,0,1,20
56,"Radio amaterska oprema",6,,0,1,21
55,"Radio uređaji i walkmani",6,,0,1,22
49,"Teleskopi i optička oprema",6,,0,1,23
42,"Dijelovi i oprema za dronove",6,,0,1,24
45,"DVD / Blu-ray uređaji",6,,0,1,25
51,"Digitroni i kalkulatori",6,,0,1,26
50,"Lupe i povećala",6,,0,1,27
64,Ostalo,6,,0,1,28
66,Laptopi,7,,0,1,1
65,"Desktop računari",7,,0,1,2
3929,"Kompjuterske komponente",7,,0,1,3
3930,Monitori,7,,0,1,4
3931,"Pohrana podataka",7,,0,1,5
67,"Periferija i dodatna oprema",7,,0,1,6
71,"Mreže i komunikacijska oprema",7,,0,1,7
72,"Softver i licence",7,,0,1,8
3944,"Serveri i serverska oprema",7,,0,1,9
76,Ostalo,7,,0,1,10
80,"Bluetooth uređaji i dodaci",8,,0,1,0
81,"Dijelovi i oprema za telefone i tablete",8,,0,1,0
83,"eBook readeri (čitači elektronskih knjiga)",8,,0,1,0
77,Mobiteli,8,,0,1,0
84,Ostalo,8,,0,1,0
79,"Pametni satovi (Smartwatch)",8,,0,1,0
82,"PDA i Pocket PC uređaji",8,,0,1,0
78,Tableti,8,,0,1,0
101,"Naočale i optička oprema",9,,0,1,0
96,"Njega kose i brade",9,,0,1,0
95,"Njega kože i tijela",9,,0,1,0
97,"Njega noktiju i manikura",9,,0,1,0
98,"Oralna higijena",9,,0,1,0
105,Ostalo,9,,0,1,0
100,"Parfemi i mirisi",9,,0,1,0
99,"Šminka i kozmetika",9,,0,1,0
102,"Umjetne trepavice i dodatna kozmetika",9,,0,1,0
104,"Zaštitne maske i rukavice",9,,0,1,0
103,"Zdravlje i wellness proizvodi",9,,0,1,0
111,"Aparati i varilice za pakovanje",10,,0,1,0
108,"Građevinska oprema i alati",10,,0,1,0
113,"Industrijske grijalice i toplotni topovi",10,,0,1,0
114,"Kancelarijski materijal i namještaj",10,,0,1,0
106,"Mašine i alati",10,,0,1,0
115,"Materijali, dijelovi i industrijska oprema",10,,0,1,0
116,"Oprema za pakovanje",10,,0,1,0
121,Ostalo,10,,0,1,0
107,"Poljoprivredna oprema i mehanizacija",10,,0,1,0
109,"Poslovna oprema i biznis rješenja",10,,0,1,0
112,"Rashladne i toplotne vitrine",10,,0,1,0
118,"Selotejp i industrijske trake",10,,0,1,0
119,"Trgovačka i prodajna oprema",10,,0,1,0
120,"Ugostiteljska oprema",10,,0,1,0
110,"Ulja, maziva i boje",10,,0,1,0
117,"Zaštitna oprema i sigurnost na radu",10,,0,1,0
85,"Borilački sportovi",11,,0,1,0
86,"Ekstremni sportovi",11,,0,1,0
87,"Fitness i trening",11,,0,1,0
94,"Oprema za ostalo",11,,0,1,0
88,"Planinarenje i alpinizam",11,,0,1,0
89,"Tenis i raketni sportovi",11,,0,1,0
90,"Timski sportovi",11,,0,1,0
91,"Vanjski sportovi",11,,0,1,0
92,"Vodeni sportovi",11,,0,1,0
93,"Zimski sportovi",11,,0,1,0
280,Kostimi,12,,0,1,0
283,"Oprema za pušače",12,,0,1,0
277,Pirotehnika,12,,0,1,0
279,"Poklanjam / darujem",12,,0,1,0
278,"Pokloni i dekorativni predmeti",12,,0,1,0
281,"Sigurnosna i špijunska oprema",12,,0,1,0
282,"Zabavna i rekreativna oprema",12,,0,1,0
2530,"Antikviteti i vintage predmeti",12,,0,1,1
2531,"Bizarne i unikatne stvari",12,,0,1,2
2532,"Dijelovi i materijali za reparaciju",12,,0,1,3
2533,"Kolekcionarstvo (Markice, kovanice, memorabilije)",12,,0,1,4
2534,"Kreativni setovi i DIY materijali",12,,0,1,5
2535,"Muzički instrumenti i oprema (Ostalo)",12,,0,1,6
2536,"Oprema za magioničare i zabavu",12,,0,1,7
2537,"Ostali nepomenuti artikli",12,,0,1,8
2538,"Poljoprivredni proizvodi i sirovine",12,,0,1,9
2539,"Predmeti za religiju i duhovnost",12,,0,1,10
2540,"Rekviziti za snimanja i pozorište",12,,0,1,11
2541,"Ručni radovi i unikatne rukotvorine",12,,0,1,12
2542,"Sirovine i poluproizvodi (Metal, plastika, drvo)",12,,0,1,13
2543,"Specijalni pokloni i šaljivi artikli",12,,0,1,14
2544,"Suveniri i turistički predmeti",12,,0,1,15
2545,"Umjetnička djela (Slike, skulpture)",12,,0,1,16
704,"Domaće životinje za rasplod",28,,0,1,0
697,Goveda,28,,0,1,0
699,"Konji i magarci",28,,0,1,0
702,Kunići,28,,0,1,0
698,"Ovce i koze",28,,0,1,0
703,"Pčele i pčelarska oprema",28,,0,1,0
701,Perad,28,,0,1,0
700,Svinje,28,,0,1,0
711,"Adopcija i udomljavanje",29,,0,1,0
706,Mačke,29,,0,1,0
705,Psi,29,,0,1,0
707,Ptice,29,,0,1,0
710,"Reptili i egzotični ljubimci",29,,0,1,0
708,"Ribe i akvaristika",29,,0,1,0
715,"Akvarijumi i oprema za akvaristiku",30,,0,1,0
712,"Hrana za životinje",30,,0,1,0
718,"Igračke i dodatna oprema",30,,0,1,0
709,"Male životinje (hrčci, zamorci, činčile)",30,,0,1,0
719,"Njega i higijena životinja",30,,0,1,0
713,"Oprema za pse i mačke",30,,0,1,0
717,"Posude, pojilice i hranilice",30,,0,1,0
716,"Terarijumi i oprema za reptile",30,,0,1,0
714,"Transporteri i kavezi",30,,0,1,0
2515,"Akvaristika (Pumpe, grijači, dekoracija)",31,,0,1,1
2516,"Inkubatori i oprema za peradarstvo",31,,0,1,2
2517,"Kavezi i oprema za glodare (Hrčci, kunići)",31,,0,1,3
2518,"Kavezi i stalci za ptice",31,,0,1,4
2519,"Košnice i pčelarska oprema",31,,0,1,5
2520,"Mašine za šišanje i njega životinja",31,,0,1,6
2521,"Oprema za dresuru i trening",31,,0,1,7
2522,"Oprema za kaveze i ograđivanje (Električni pastiri)",31,,0,1,8
2523,"Oprema za konjički sport i jahanje",31,,0,1,9
2524,"Oprema za teraristiku (Gmizavci i pauci)",31,,0,1,10
2525,"Ostali dodaci za kućne ljubimce",31,,0,1,11
2526,"Pribor za hranjenje i pojenje stoke",31,,0,1,12
2527,"Specijalna hrana za egzotične životinje",31,,0,1,13
2528,"Transportni transporteri i kavezi",31,,0,1,14
2529,"Vitamini, suplementi i njega zdravlja",31,,0,1,15
969,"Modni dodaci",32,,0,1,0
968,Obuća,32,,0,1,0
967,Odjeća,32,,0,1,0
973,"Sezonska oprema",32,,0,1,0
972,"Sportska odjeća",32,,0,1,0
970,"Torbe i ruksaci",32,,0,1,0
978,"Donji veš i pidžame",33,,0,1,0
976,"Modni dodaci",33,,0,1,0
975,Obuća,33,,0,1,0
974,Odjeća,33,,0,1,0
979,"Sezonska oprema",33,,0,1,0
1097,"Sportska odjeća i obuća",33,,0,1,0
977,"Torbice i ruksaci",33,,0,1,0
388,Kuhinja,37,,0,1,0
390,Ostalo,37,,0,1,0
389,"WC / Toilet",37,,0,1,0
2376,"Audio miksete i konzole",38,,0,1,1
2377,"Bežični audio sistemi i transmiteri",38,,0,1,2
2378,"DAC (Digitalno-analogni konvertori)",38,,0,1,3
2379,"Diktafoni i terenski snimači zvuka",38,,0,1,4
2380,"DJ oprema (Kontroleri i playeri)",38,,0,1,5
2381,"Gramofoni i oprema (Igle, remenovi)",38,,0,1,6
2382,"Hi-Fi komponente (Pojačala, tuneri)",38,,0,1,7
2383,"Kablovi, adapteri i konektori (XLR, Jack, RCA)",38,,0,1,8
2384,"Kasetofoni i magnetofoni",38,,0,1,9
2385,"Mikrofoni (Bežični, vokalni, studijski)",38,,0,1,10
2386,"MP3 i Hi-Res audio playeri",38,,0,1,11
2387,"Ostala audio i multimedijalna oprema",38,,0,1,12
2388,"Radio aparati i radio budilnici",38,,0,1,13
2389,"Slušalice (Bežične, studijske, bubice)",38,,0,1,14
2390,"Soundbarovi i zvučne baze",38,,0,1,15
2391,"Stalci i nosači za audio opremu",38,,0,1,16
2392,"Studijski monitori i zvučnici",38,,0,1,17
2393,"Zvučne kartice (Eksterne i interne)",38,,0,1,18
2394,"Zvučnici (Podnostojeći, regalski, ugradbeni)",38,,0,1,19
2357,"4K Ultra HD televizori",39,,0,1,1
2358,"8K Ultra HD televizori",39,,0,1,2
2359,"Android i Smart TV box uređaji",39,,0,1,3
2360,"Antene (Sobne i vanjske)",39,,0,1,4
2361,"Daljinski upravljači (Namjenski i univerzalni)",39,,0,1,5
2362,"Digitalni TV prijemnici (DVB-T2/S2)",39,,0,1,6
2363,"HDMI kablovi, razdjelnici i switcheri",39,,0,1,7
2364,"LED i LCD televizori (Standardni)",39,,0,1,8
2365,"LED trake i pozadinsko osvjetljenje za TV",39,,0,1,9
2366,"Nosači za TV (Zidni, podni i plafonski)",39,,0,1,10
2367,"OLED i QLED televizori",39,,0,1,11
2368,"Ostala TV oprema i pribor",39,,0,1,12
2369,"Panel ploče i moduli za popravku",39,,0,1,13
2370,"Podnožja i stalci za televizore",39,,0,1,14
2371,"Prenosni (Portable) televizori",39,,0,1,15
2372,"Satelitski kompleti (Tanjiri, LNB konvertori)",39,,0,1,16
2373,"Sredstva za čišćenje ekrana",39,,0,1,17
2374,"TV ispravljači i napojni kablovi",39,,0,1,18
2375,"TV kartice i moduli za dekodiranje",39,,0,1,19
2340,"Akcione kamere (Sportski modeli)",40,,0,1,1
2341,"Analogni fotoaparati (Na film)",40,,0,1,2
2342,"Besogledalni fotoaparati (Mirrorless)",40,,0,1,3
2343,"Digitalni kompaktni fotoaparati (Idiot)",40,,0,1,4
2344,"DSLR fotoaparati",40,,0,1,5
2345,"Dječiji fotoaparati i kamere",40,,0,1,6
2346,"Fotoaparati sa trenutnim ispisom (Instant)",40,,0,1,7
2347,"Inspekcijske kamere (Endoskopi)",40,,0,1,8
2348,"Kamere za snimanje iz vazduha (Namjenske)",40,,0,1,9
2349,"Lovačke kamere (Trail cameras)",40,,0,1,10
2350,"Ostali fotoaparati i kamere",40,,0,1,11
2351,"Panoramske i 360° kamere",40,,0,1,12
2352,"Podvodni fotoaparati i kućišta",40,,0,1,13
2353,"Profesionalne video kamere (Camcorders)",40,,0,1,14
2354,"Srednjeformatni fotoaparati",40,,0,1,15
2355,"Vlogging kamere",40,,0,1,16
2356,"Web kamere za računare",40,,0,1,17
2326,"Agrikulturni i industrijski dronovi",41,,0,1,1
2327,"Dronovi sa 4K kamerom",41,,0,1,2
2328,"Dronovi sa HD kamerom",41,,0,1,3
2329,"Dječiji dronovi i mini dronovi",41,,0,1,4
2330,"FPV (First Person View) dronovi",41,,0,1,5
2331,"Helikopteri na daljinsko upravljanje",41,,0,1,6
2332,"Jedrilice na daljinsko upravljanje",41,,0,1,7
2333,"Kvadrokopteri bez kamere",41,,0,1,8
2334,"Ostale RC letjelice",41,,0,1,9
2335,"Poluprofesionalni dronovi sa GPS-om",41,,0,1,10
2336,"Profesionalni dronovi za snimanje",41,,0,1,11
2337,"RC Avioni (Akrobatski i treneri)",41,,0,1,12
2338,"RTF (Ready-to-Fly) kompleti",41,,0,1,13
2339,"Trkaći (Racing) dronovi",41,,0,1,14
2306,"Antene i pojačivači signala",42,,0,1,1
2307,"Baterije (Li-Po) za dronove",42,,0,1,2
2308,"Bespilotne letjelice (Dronovi) - Dijelovi tijela",42,,0,1,3
2309,"Daljinski upravljači i transmiteri",42,,0,1,4
2310,"Elis (Propeleri) i štitnici propelera",42,,0,1,5
2311,"ESC kontroleri brzine",42,,0,1,6
2312,"FPV naočale i monitori",42,,0,1,7
2313,"Gimbal sistemi i stabilizatori kamere",42,,0,1,8
2314,"GPS moduli i senzori",42,,0,1,9
2315,"Kamere za dronove i zamjenski objektivi",42,,0,1,10
2316,"Kontrolori leta (Flight Controllers)",42,,0,1,11
2317,"Motori (Brushless i Coreless)",42,,0,1,12
2318,"Noge za sletanje i stajni trap",42,,0,1,13
2319,"Ostala oprema za dronove",42,,0,1,14
2320,"Punjači i balanceri za Li-Po baterije",42,,0,1,15
2321,"Ruksaci i zaštitni koferi za dronove",42,,0,1,16
2322,"SD kartice i moduli za memoriju",42,,0,1,17
2323,"Sistemi za izbacivanje tereta",42,,0,1,18
2324,"Vreće za sigurno punjenje baterija (Li-Po Guard)",42,,0,1,19
2325,"Zamjenski kablovi i konektori",42,,0,1,20
2288,"Baterije za prenosne zvučnike",43,,0,1,1
2289,"Bluetooth audio receiveri i transmiteri",43,,0,1,2
2290,"Bluetooth zvučnici sa FM radiom",43,,0,1,3
2291,"Kablovi (AUX, USB-C, Micro-USB)",43,,0,1,4
2292,"Mini Bluetooth zvučnici (Džepni)",43,,0,1,5
2293,"Multiroom bežični zvučnici (Wi-Fi)",43,,0,1,6
2294,"Ostala oprema za bežične zvučnike",43,,0,1,7
2295,"Pametni zvučnici sa glasovnim asistentom",43,,0,1,8
2296,"Party zvučnici sa LED osvjetljenjem",43,,0,1,9
2297,"Party zvučnici sa točkićima i mikrofonom",43,,0,1,10
2298,"Prenosni Bluetooth zvučnici (Standardni)",43,,0,1,11
2299,"Punjači i adapteri za zvučnike",43,,0,1,12
2300,"Retro bežični zvučnici",43,,0,1,13
2301,"Soundbar zvučnici sa Bluetooth funkcijom",43,,0,1,14
2302,"Stalci i zidni nosači za bežične zvučnike",43,,0,1,15
2303,"Torbice i zaštitne futrole",43,,0,1,16
2304,"Vodootporni Bluetooth zvučnici (IPX sertifikat)",43,,0,1,17
2305,"Zvučnici za konferencijske pozive",43,,0,1,18
2270,"Adapteri za punjenje i prenos podataka",44,,0,1,1
2271,"Armband (Trake za ruku) za trčanje",44,,0,1,2
2272,"Baterije za prenosne playere",44,,0,1,3
2273,"Digitalni diktafoni i snimači glasa",44,,0,1,4
2274,"Doking stanice sa zvučnicima",44,,0,1,5
2275,"Hi-Res Audio playeri (Lossless)",44,,0,1,6
2276,"iPod Classic, Nano i Shuffle uređaji",44,,0,1,7
2277,"iPod Touch uređaji",44,,0,1,8
2278,"Kablovi (3.5mm, Lightning, 30-pin)",44,,0,1,9
2279,"MP3 playeri za sport i plivanje (Vodootporni)",44,,0,1,10
2280,"MP4 i prenosni video playeri",44,,0,1,11
2281,"Ostala oprema za audio/video playere",44,,0,1,12
2282,"Radio transmiteri za auto",44,,0,1,13
2283,"Slušalice za MP3 playere",44,,0,1,14
2284,"Standardni MP3 playeri (Flash memorija)",44,,0,1,15
2285,"Torbice i silikonske zaštitne maske",44,,0,1,16
2286,"Ugradbeni MP3 moduli (DIY)",44,,0,1,17
2287,"Zaštitne folije i stakla za ekrane",44,,0,1,18
2253,"4K Ultra HD Blu-ray playeri",45,,0,1,1
2254,"Bežični adapteri za smart playere",45,,0,1,2
2255,"Blu-ray playeri (Standardni)",45,,0,1,3
2256,"CD i SACD playeri",45,,0,1,4
2257,"Čistači sočiva i diskova",45,,0,1,5
2258,"DVD playeri sa USB ulazom",45,,0,1,6
2259,"DVD snimači (Recorders)",45,,0,1,7
2260,"HDMI i AV kablovi za povezivanje",45,,0,1,8
2261,"Kombinovani uređaji (npr. VHS/DVD)",45,,0,1,9
2262,"Kućišta i torbe za diskove",45,,0,1,10
2263,"Multimedijalni playeri sa optičkim drajvom",45,,0,1,11
2264,"Ostala oprema za video playere",45,,0,1,12
2265,"Prazni mediji (DVD, Blu-ray diskovi)",45,,0,1,13
2266,"Prenosni (Portable) DVD playeri",45,,0,1,14
2267,"Regioni-free (Multizone) uređaji",45,,0,1,15
2268,"Rezervni dijelovi (Laseri, motori)",45,,0,1,16
2269,"Univerzalni daljinski upravljači za playere",45,,0,1,17
2235,"AV Receiveri i procesori zvuka",46,,0,1,1
2236,"Bežični audio transmiteri i adapteri",46,,0,1,2
2237,"Bookshelf zvučnici (Regalski)",46,,0,1,3
2238,"Centralni zvučnici (Center channel)",46,,0,1,4
2239,"Dolby Atmos i Surround zvučnici",46,,0,1,5
2240,"Hi-Fi pojačala i pretpojačala",46,,0,1,6
2241,"Izolacione podloške i šiljci za zvučnike",46,,0,1,7
2242,"Kablovi za zvučnike i interkonekti",46,,0,1,8
2243,"Kompletni sistemi kućnog kina (All-in-one)",46,,0,1,9
2244,"Multiroom audio sistemi",46,,0,1,10
2245,"Ostala oprema za kućna kina",46,,0,1,11
2246,"Podnostojeći zvučnici (Floorstanding)",46,,0,1,12
2247,"Sistemi zvučnika 2.1, 5.1 i 7.1",46,,0,1,13
2248,"Soundbar zvučnici i sistemi",46,,0,1,14
2249,"Stalci i zidni nosači za zvučnike",46,,0,1,15
2250,"Subwooferi (Aktivni i pasivni)",46,,0,1,16
2251,"Ugradbeni zvučnici (Zidni i stropni)",46,,0,1,17
2252,"Zvučnici za spoljašnju upotrebu",46,,0,1,18
2217,"Bežična zvona i video interfoni",47,,0,1,1
2218,"Centralni hubovi i kontroleri (Gateway)",47,,0,1,2
2219,"Glasovni asistenti i pametni zvučnici",47,,0,1,3
2220,"Ostali IoT uređaji i senzori",47,,0,1,4
2221,"Pametna rješenja za kućne ljubimce (Hranilice)",47,,0,1,5
2222,"Pametne brave i sistemi za pristup",47,,0,1,6
2223,"Pametne garnišne i motori za zavjese",47,,0,1,7
2224,"Pametne sijalice i LED kontroleri",47,,0,1,8
2225,"Pametne utičnice i pametni produžni kablovi",47,,0,1,9
2226,"Pametni detektori dima, vode i gasa",47,,0,1,10
2227,"Pametni prekidači i dimeri",47,,0,1,11
2228,"Pametni termostati i kontrola grijanja",47,,0,1,12
2229,"Senzori pokreta, vrata i prozora",47,,0,1,13
2230,"Senzori temperature, vlažnosti i kvaliteta zraka",47,,0,1,14
2231,"Smart Home kontrolni paneli (Zidni)",47,,0,1,15
2232,"Sistemi za pametno navodnjavanje",47,,0,1,16
2233,"Univerzalni pametni IR/RF daljinski upravljači",47,,0,1,17
2234,"Ugradbeni pametni moduli za prekidače",47,,0,1,18
2200,"Adapteri i bežični moduli za VR",48,,0,1,1
2201,"Bazne stanice i senzori pokreta",48,,0,1,2
2202,"Higijenske maske i silikonske navlake",48,,0,1,3
2203,"Kablovi i link kablovi za povezivanje",48,,0,1,4
2204,"Kontroleri i VR rukavice",48,,0,1,5
2205,"Mješovita realnost (MR) i AR naočale",48,,0,1,6
2206,"Naočale za proširenu stvarnost (Smart Glasses)",48,,0,1,7
2207,"Ostala VR oprema i dodaci",48,,0,1,8
2208,"PC VR Headsetovi (Žični)",48,,0,1,9
2209,"Pokretne trake i platforme za VR hodanje",48,,0,1,10
2210,"Pomoćni nosači i trake za glavu (Elite Strap)",48,,0,1,11
2211,"Punjači i dock stanice za VR",48,,0,1,12
2212,"Samostalni VR Headsetovi (Standalone)",48,,0,1,13
2213,"Torbice i zaštitni koferi za VR",48,,0,1,14
2214,"VR dodaci za simulacije (Volani, kundaci, palice)",48,,0,1,15
2215,"VR naočale za pametne telefone",48,,0,1,16
2216,"Zaštitna stakla i dioptrijski ulošci za VR",48,,0,1,17
2182,"Adapteri za pametne telefone i kamere",49,,0,1,1
2183,"Astrofotografska oprema i senzori",49,,0,1,2
2184,"Barlow sočiva i reduktori fokusa",49,,0,1,3
2185,"Binokularni teleskopi (Veliki dvogledi)",49,,0,1,4
2186,"Dvogledi (Dalekozori) za osmatranje",49,,0,1,5
2187,"Filteri za teleskope (Mesečevi, solarni, magličasti)",49,,0,1,6
2188,"Katadioptrični teleskopi (Maksutov, Schmidt-Cassegrain)",49,,0,1,7
2189,"Kolimatori i alati za podešavanje",49,,0,1,8
2190,"Laserski pokazivači i tražioci (Finderscopes)",49,,0,1,9
2191,"Mikroskopi (Biološki i digitalni)",49,,0,1,10
2192,"Monokulari i durbini",49,,0,1,11
2193,"Montaže i tronošci (AZ, EQ, GoTo sistemi)",49,,0,1,12
2194,"Okulari različitih žižnih daljina",49,,0,1,13
2195,"Ostala optička oprema i pribor",49,,0,1,14
2196,"Reflektorski teleskopi (Newtonian/Dobson)",49,,0,1,15
2197,"Refraktorski teleskopi (Sa sočivima)",49,,0,1,16
2198,"Spektivi za osmatranje ptica i prirode",49,,0,1,17
2199,"Torbe i zaštitni koferi za optiku",49,,0,1,18
2168,"Digitalne lupe sa LCD ekranom",50,,0,1,1
2169,"Džepne i sklopive lupe",50,,0,1,2
2170,"Filatelističke i numizmatičke lupe",50,,0,1,3
2171,"Kozmetičke lupe sa postoljem i LED svjetlom",50,,0,1,4
2172,"Lupe naočale (Hands-free)",50,,0,1,5
2173,"Lupe sa drškom (Klasične)",50,,0,1,6
2174,"Lupe sa ugrađenim LED osvjetljenjem",50,,0,1,7
2175,"Lupe za čitanje (Stolne i u obliku trake)",50,,0,1,8
2176,"Lupe za elektroniku i lemljenje (Treća ruka)",50,,0,1,9
2177,"Mjerne lupe sa skalom",50,,0,1,10
2178,"Ostale lupe i optički dodaci",50,,0,1,11
2179,"Povećala za ekrane telefona i tableta",50,,0,1,12
2180,"Specijalne lupe za slabovide osobe",50,,0,1,13
2181,"Uređajne i urarske lupe (Okulari)",50,,0,1,14
1927,"Adapteri i baterije za kalkulatore",51,,0,1,1
1928,"Finansijski i poslovni kalkulatori",51,,0,1,2
1929,"Grafički kalkulatori sa ekranom",51,,0,1,3
1930,"Inženjerski i naučni (Scientific) kalkulatori",51,,0,1,4
1931,"Kalkulatori sa trakom (Stoni printeri)",51,,0,1,5
1932,"Kolekcionarski i retro kalkulatori",51,,0,1,6
1933,"Kombinovani digitroni (Satovi, lenjiri i sl.)",51,,0,1,7
1934,"Obični džepni kalkulatori",51,,0,1,8
1935,"Ostala oprema za kalkulatore",51,,0,1,9
1936,"Programabilni kalkulatori",51,,0,1,10
1937,"Solarni i ekološki kalkulatori",51,,0,1,11
1938,"Standardni stoni kalkulatori (Veliki tasteri)",51,,0,1,12
1939,"Zaštitne futrole i poklopci",51,,0,1,13
2148,"Analogni mjerni instrumenti",52,,0,1,1
2149,"Brojila električne energije (Jednofazna i trofazna)",52,,0,1,2
2150,"Detektori gasova i curenja",52,,0,1,3
2151,"Digitalni multimetri (Unimeri)",52,,0,1,4
2152,"Frekvencijski regulatori i pretvarači",52,,0,1,5
2153,"Instrumenti za mjerenje debljine laka i slojeva",52,,0,1,6
2154,"Instrumenti za mjerenje pritiska (Manometri)",52,,0,1,7
2155,"Laboratorijski izvori napajanja",52,,0,1,8
2156,"Laserski mjerači i daljinomeri",52,,0,1,9
2157,"Mjerni točkovi i mehanička mjerila",52,,0,1,10
2158,"Naponski ispitivači i glimerice",52,,0,1,11
2159,"Osciloskopi i logički analizatori",52,,0,1,12
2160,"Ostali mjerni i regulacioni instrumenti",52,,0,1,13
2161,"Ph metri i testeri kvaliteta vode",52,,0,1,14
2162,"Pomična mjerila (Šubleri) i mikrometri",52,,0,1,15
2163,"Strujna kliješta (Ampermetar kliješta)",52,,0,1,16
2164,"Tahometri (Mjerači broja obrtaja)",52,,0,1,17
2165,"Termostati i regulatori temperature",52,,0,1,18
2166,"Testeri baterija i akumulatora",52,,0,1,19
2167,"Testeri mrežnih kablova (LAN testeri)",52,,0,1,20
2128,"Automatski osigurači i sklopke",53,,0,1,1
2129,"Digitalni i analogni tajmeri",53,,0,1,2
2130,"DIY setovi i razvojne ploče (Arduino, ESP)",53,,0,1,3
2131,"Električni kablovi i provodnici",53,,0,1,4
2132,"Elektronske komponente (Otpornici, kondenzatori, diode)",53,,0,1,5
2133,"FID sklopke i zaštitni uređaji",53,,0,1,6
2134,"Indikatori, tinjalice i signalna svjetla",53,,0,1,7
2135,"Instalacione cijevi, kanali i bužiri",53,,0,1,8
2136,"Integrisana kola (IC) i tranzistori",53,,0,1,9
2137,"Ispravljači, transformatori i driveri",53,,0,1,10
2138,"Izolacioni materijali (Trake, termoskupljajući bužiri)",53,,0,1,11
2139,"Kleme, konektori i stopice",53,,0,1,12
2140,"Modulni programi (Sklopke i utičnice)",53,,0,1,13
2141,"Ostali elektromaterijal",53,,0,1,14
2142,"Prekidači, tasteri i potenciometri",53,,0,1,15
2143,"Razvodni ormarići i razvodne kutije",53,,0,1,16
2144,"Relatni moduli i senzori (Pokret, sumrak)",53,,0,1,17
2145,"Standardne utičnice i utikači",53,,0,1,18
2146,"Tasteri za zvona i interfone",53,,0,1,19
2147,"Ugradbena elektronika i moduli",53,,0,1,20
2110,"Akumulatori i baterije (Solar/Gel/LiFePO4)",54,,0,1,1
2111,"Fotonaponski solarni paneli (Monokristalni)",54,,0,1,2
2112,"Fotonaponski solarni paneli (Polikristalni)",54,,0,1,3
2113,"Invertori (Pretvarači napona) - Off-Grid",54,,0,1,4
2114,"Invertori (Pretvarači napona) - On-Grid/Hibridni",54,,0,1,5
2115,"Kablovi i konektori (MC4, solarni kablovi)",54,,0,1,6
